task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank
edb79dae__0,edb79dae,Public Eval,0,9,5,0.5555555555555556,296.5594444444444,175.004,1.6666666666666667,1.0,0.6078737024447338,0.8881596446983973,0.9525603932003355,-0.3109721839361666,0.6553401643726632,2.0,1.0,30.0,30.0,900.0,9.0,21.0,21.0,441.0,7.0,0.49,92.0
2d0172a1__0,2d0172a1,Public Eval,0,5,3,0.6,395.5996,176.627,1.4,1.0,0.6941555504561903,0.8650941141530601,0.9521868374539566,0.5205615933611324,1.2018050865116765,4.0,2.0,25.0,25.0,625.0,2.0,9.0,13.0,117.0,2.0,0.1872,93.0
291dc1e1__0,291dc1e1,Public Eval,0,6,3,0.5,377.15483333333333,344.027,2.0,1.5,0.5782921169070928,0.7592092685020561,0.9499406622073128,0.19288051627468203,0.9221724778276188,4.0,1.0,28.0,8.0,224.0,10.0,18.0,8.0,144.0,7.0,0.6428571428571429,94.0
20270e3b__0,20270e3b,Public Eval,0,8,3,0.375,304.796,199.421,2.0,2.0,0.43361224904941564,0.509834807682269,0.9484915831285288,0.7636185094478933,1.7024194281910743,4.0,2.0,11.0,10.0,110.0,3.0,5.0,10.0,50.0,2.0,0.45454545454545453,95.0
7b0280bc__0,7b0280bc,Public Eval,0,9,5,0.5555555555555556,203.31522222222222,137.824,3.2222222222222223,1.0,0.6064202668539155,0.36555883933616706,0.9264988421828121,0.8255375698990388,2.9843564858927585,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,6.0,1.0,96.0
b0f4d537__0,b0f4d537,Public Train,0,9,5,0.5555555555555556,152.4628888888889,109.133,0.8888888888888888,1.0,0.6063397072512884,0.5047915228556556,0.9251072832250026,0.6547670318124282,2.490870093360779,4.0,1.0,12.0,15.0,180.0,6.0,12.0,7.0,84.0,4.0,0.4666666666666667,97.0
13e47133__1,13e47133,Public Eval,1,10,4,0.4,355.3615,381.751,1.2,1.0,0.44534585502501434,1.1148568416509728,0.9174801951638826,0.20780576928741434,1.0697846937461946,3.0,2.0,30.0,30.0,900.0,9.0,30.0,30.0,900.0,8.0,1.0,98.0
b0039139__0,b0039139,Public Eval,0,6,3,0.5,208.7015,111.501,1.3333333333333333,1.0,0.5752632830516409,0.44290345689789795,0.9136767226154024,0.7684597206032336,1.8165788391186402,4.0,2.0,26.0,7.0,182.0,6.0,19.0,5.0,95.0,2.0,0.521978021978022,99.0
2697da3f__0,2697da3f,Public Train,0,9,5,0.5555555555555556,423.09777777777776,335.236,1.5555555555555556,1.0,0.6056053969053651,0.44653122978684884,0.9117264963016115,0.8242573385029117,2.087879668290517,4.0,1.0,8.0,10.0,80.0,2.0,17.0,17.0,289.0,2.0,3.6125,100.0
15660dd6__0,15660dd6,Public Train,0,9,5,0.5555555555555556,260.26455555555555,280.286,1.0,1.0,0.6051052956914917,0.5040880305980039,0.9028149341216718,0.7708148965380619,1.9441560179138073,2.0,1.0,25.0,25.0,625.0,9.0,7.0,23.0,161.0,7.0,0.2576,101.0
b9e38dc0__0,b9e38dc0,Public Eval,0,9,5,0.5555555555555556,301.7715555555556,281.97,2.3333333333333335,2.0,0.6044143699106026,0.6330527665969997,0.8892345174828417,0.24341828353912418,1.3613593517061453,3.0,1.0,15.0,19.0,285.0,5.0,15.0,19.0,285.0,5.0,1.0,102.0
409aa875__0,409aa875,Public Eval,0,8,4,0.5,208.29950000000002,102.9,1.375,1.0,0.5541928874298417,1.477655558949612,0.8778273748627536,-0.44299551016452554,-0.2254339940551754,3.0,1.0,16.0,16.0,256.0,2.0,16.0,16.0,256.0,4.0,1.0,103.0
21897d95__0,21897d95,Public Eval,0,4,2,0.5,110.02199999999999,89.85849999999999,0.75,0.5,0.6070840334395777,1.6331268399756131,0.8674409610888671,,,4.0,2.0,30.0,30.0,900.0,9.0,30.0,30.0,900.0,6.0,1.0,104.0
aab50785__0,aab50785,Public Train,0,9,6,0.6666666666666666,126.78633333333333,123.288,2.2222222222222223,1.0,0.7140014715615487,0.8185727256077322,0.8627261793673602,0.06899356975270926,0.6542132223693262,5.0,1.0,15.0,17.0,255.0,10.0,8.0,4.0,32.0,8.0,0.12549019607843137,105.0
f5c89df1__0,f5c89df1,Public Train,0,9,6,0.6666666666666666,111.17611111111111,117.652,1.3333333333333333,1.0,0.7130427927081343,0.4243760538791474,0.8456034417216189,0.7397823782782595,2.4536783873640857,3.0,1.0,13.0,13.0,169.0,4.0,13.0,13.0,169.0,2.0,1.0,106.0
494ef9d7__0,494ef9d7,Public Train,0,9,5,0.5555555555555556,214.24077777777777,80.05,3.111111111111111,1.0,0.6011003632210107,0.9827881546662444,0.8307000001529896,0.5806101951118013,1.5682139911157453,4.0,1.0,4.0,4.0,16.0,7.0,4.0,4.0,16.0,7.0,1.0,107.0
ac605cbb__0,ac605cbb,Public Train,0,8,5,0.625,164.3565,180.60899999999998,1.625,1.5,0.6760871578154559,0.6532232944215141,0.8282612296368006,0.4798561955036902,1.7557313740608271,6.0,1.0,11.0,11.0,121.0,5.0,11.0,11.0,121.0,7.0,1.0,108.0
1ae2feb7__0,1ae2feb7,Public Eval,0,8,4,0.5,215.64375,221.388,1.375,1.0,0.5505811781291217,0.40278436702955966,0.8198467606907781,0.7522759009478988,2.3771502988452653,3.0,3.0,10.0,20.0,200.0,8.0,10.0,20.0,200.0,8.0,1.0,109.0
dd2401ed__0,dd2401ed,Public Train,0,9,5,0.5555555555555556,108.54933333333332,111.734,1.2222222222222223,1.0,0.5997386730747127,1.2293005846980107,0.8064332522322571,0.6252303507858147,1.6680219232057605,4.0,1.0,7.0,15.0,105.0,4.0,7.0,15.0,105.0,4.0,1.0,110.0
dfadab01__0,dfadab01,Public Eval,0,13,7,0.5384615384615384,234.59353846153846,176.269,1.6923076923076923,1.0,0.5689189306399065,0.5754606424491937,0.8023343626945851,0.5381189995428627,1.2947225133166325,4.0,1.0,20.0,20.0,400.0,3.0,20.0,20.0,400.0,2.0,1.0,111.0
62593bfd__1,62593bfd,Public Eval,1,10,5,0.5,142.00529999999998,137.0285,1.0,1.0,0.5384418849311354,0.6974121394736652,0.7794435895784351,0.2906388240216154,1.6923677120607876,2.0,2.0,19.0,28.0,532.0,7.0,19.0,28.0,532.0,7.0,1.0,112.0
221dfab4__0,221dfab4,Public Eval,0,4,2,0.5,292.967,159.40449999999998,1.5,1.5,0.5960107684696863,0.49124036978936947,0.7788419471389519,,,2.0,2.0,25.0,25.0,625.0,3.0,25.0,25.0,625.0,4.0,1.0,113.0
1efba499__0,1efba499,Public Train,0,10,5,0.5,320.8854,258.852,3.1,2.0,0.5373065285360837,1.6773336310762137,0.757056796535319,-0.37895055474911277,-0.07220113360725311,3.0,1.0,12.0,14.0,168.0,5.0,12.0,14.0,168.0,5.0,1.0,114.0
e87109e9__0,e87109e9,Public Eval,0,10,4,0.4,260.4494,202.462,0.5,0.5,0.4370636948181891,0.6466973191782214,0.751995513703724,0.47460430054070574,1.1311341019279204,3.0,1.0,30.0,24.0,720.0,8.0,24.0,24.0,576.0,6.0,0.8,115.0
a32d8b75__1,a32d8b75,Public Eval,1,9,5,0.5555555555555556,290.6044444444444,307.256,1.0,1.0,0.5961454409407011,0.6999342338873065,0.7413370655468406,0.327690547606001,1.2144178426472934,3.0,2.0,30.0,30.0,900.0,7.0,30.0,22.0,660.0,4.0,0.7333333333333333,116.0
c92b942c__0,c92b942c,Public Train,0,8,5,0.625,316.52887499999997,263.7255,2.375,1.0,0.6704350551388174,1.0421486858167224,0.7378507937240742,0.2687513840251311,0.9496326485523897,4.0,1.0,3.0,3.0,9.0,2.0,9.0,9.0,81.0,4.0,9.0,117.0
136b0064__0,136b0064,Public Eval,0,9,5,0.5555555555555556,401.3408888888889,181.282,3.2222222222222223,1.0,0.5949289539191724,0.4241634068080466,0.7196260274123434,0.7381511839914375,2.2335433708018524,3.0,1.0,19.0,15.0,285.0,7.0,19.0,7.0,133.0,6.0,0.4666666666666667,118.0
8a6d367c__0,8a6d367c,Public Train,0,8,4,0.5,436.071375,218.2975,1.0,1.0,0.5430642003402814,0.7000035993984945,0.6998829035305518,0.5369425318313259,1.3788319626537626,3.0,1.0,27.0,21.0,567.0,7.0,14.0,18.0,252.0,3.0,0.4444444444444444,119.0
fe8c8c5b__0,fe8c8c5b,Public Train,0,9,5,0.5555555555555556,221.06855555555555,171.409,2.888888888888889,1.0,0.59363758249631,0.4422766740240356,0.696365778648877,0.6908033082145687,2.6812216256986656,,,,,,,,,,,,120.0
2de01db2__0,2de01db2,Public Train,0,9,5,0.5555555555555556,299.901,199.815,3.3333333333333335,2.0,0.5928308912802666,0.44807387585040875,0.6817206512970968,0.8135100236095253,2.6136444643013927,3.0,1.0,3.0,10.0,30.0,5.0,3.0,10.0,30.0,4.0,1.0,121.0
16b78196__0,16b78196,Public Eval,0,9,5,0.5555555555555556,501.66766666666666,428.992,1.4444444444444444,1.0,0.5924129337869719,0.47195860239651133,0.6742311716915704,0.6792507434200623,2.702762376903477,2.0,1.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,7.0,1.0,122.0
5034a0b5__0,5034a0b5,Public Train,0,8,5,0.625,224.38762499999999,195.0305,1.0,1.0,0.665919047576607,0.6382092181986656,0.6656832132366013,0.4674043498833793,1.372863330093379,4.0,1.0,9.0,9.0,81.0,8.0,9.0,9.0,81.0,8.0,1.0,123.0
05a7bcf2__0,05a7bcf2,Public Train,0,9,6,0.6666666666666666,437.0467777777778,453.831,1.8888888888888888,2.0,0.7025031327662059,0.9572203985342759,0.6558316424385656,0.03131042919242891,0.5086624622928315,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,5.0,1.0,124.0
b7999b51__0,b7999b51,Public Train,0,9,7,0.7777777777777778,139.56333333333333,124.225,2.6666666666666665,2.0,0.8135156002325048,0.8717752659514301,0.6542539550067358,0.16834885875320968,0.6064407576758253,3.0,1.0,12.0,18.0,216.0,6.0,6.0,5.0,30.0,6.0,0.1388888888888889,125.0
0e671a1a__0,0e671a1a,Public Train,0,9,5,0.5555555555555556,187.7881111111111,111.258,2.2222222222222223,1.0,0.5910293942498391,0.4755109503790529,0.6494702339034246,0.7200395929602816,2.501370758019672,4.0,1.0,13.0,13.0,169.0,4.0,13.0,13.0,169.0,5.0,1.0,126.0
94133066__0,94133066,Public Train,0,9,6,0.6666666666666666,372.45722222222224,173.948,1.2222222222222223,1.0,0.701299754423284,0.6651697809736142,0.6343665257332042,0.6183193055325436,1.1378000099879775,3.0,1.0,19.0,30.0,570.0,6.0,10.0,13.0,130.0,5.0,0.22807017543859648,127.0
305b1341__0,305b1341,Public Train,0,9,6,0.6666666666666666,290.1492222222222,221.158,2.0,2.0,0.7011774489545206,0.4012632555342057,0.6321284176318315,0.6824268794973875,2.7213334415616925,3.0,1.0,20.0,20.0,400.0,6.0,20.0,20.0,400.0,6.0,1.0,128.0
1b8318e3__0,1b8318e3,Public Train,0,10,5,0.5,220.9402,169.894,1.6,1.0,0.5309420996718544,0.7046111912858082,0.6293294594064944,0.4835567161795605,1.257784466347314,3.0,1.0,15.0,15.0,225.0,9.0,15.0,15.0,225.0,9.0,1.0,129.0
446ef5d2__1,446ef5d2,Public Eval,1,9,5,0.5555555555555556,288.8595555555555,274.502,2.0,2.0,0.5890082353274098,0.6923321899548507,0.612761474075336,-0.197505447544164,0.9989710786797141,2.0,2.0,20.0,20.0,400.0,4.0,20.0,20.0,400.0,3.0,1.0,130.0
73c3b0d8__0,73c3b0d8,Public Train,0,9,6,0.6666666666666666,310.1328888888889,262.981,3.3333333333333335,2.0,0.6995297053920928,0.5256474400694031,0.6023565910742369,0.6982145261818066,1.5438253917338174,4.0,1.0,12.0,8.0,96.0,3.0,12.0,8.0,96.0,3.0,1.0,131.0
5d588b4d__0,5d588b4d,Public Train,0,5,3,0.6,121.6818,108.751,1.6,1.0,0.6590604083419705,0.90842842607044,0.601247860387802,0.43857104684804277,1.8084708822289457,4.0,2.0,13.0,16.0,208.0,2.0,5.0,16.0,80.0,2.0,0.38461538461538464,132.0
ff2825db__1,ff2825db,Public Train,1,10,6,0.6,122.5355,81.7765,1.2,1.0,0.6289299312289813,1.0993278636736115,0.58918821034919,-0.2592787939521135,0.2891972851344291,3.0,2.0,10.0,10.0,100.0,6.0,10.0,10.0,100.0,6.0,1.0,133.0
58e15b12__0,58e15b12,Public Train,0,9,5,0.5555555555555556,156.25400000000002,135.153,1.0,1.0,0.5876203467748287,0.5645992053705543,0.5880276652320855,0.5744679917415755,2.5225956344794236,3.0,1.0,24.0,20.0,480.0,3.0,24.0,20.0,480.0,4.0,1.0,134.0
4c3d4a41__1,4c3d4a41,Public Eval,1,6,4,0.6666666666666666,140.00866666666667,142.19549999999998,3.5,3.5,0.714202277882319,0.49689402782331804,0.5809623169046205,0.7672577693018001,2.160748524574986,2.0,2.0,8.0,20.0,160.0,6.0,8.0,20.0,160.0,6.0,1.0,135.0
247ef758__0,247ef758,Public Eval,0,5,3,0.6,103.86300000000001,107.473,1.8,1.0,0.6560237190096788,0.47493221370416433,0.5709801266927642,0.8411507061817276,1.7591608262449643,3.0,2.0,15.0,20.0,300.0,8.0,15.0,20.0,300.0,8.0,1.0,136.0
247ef758__1,247ef758,Public Eval,1,5,3,0.6,460.67839999999995,375.359,0.8,1.0,0.6560253895527592,0.4749335984259634,0.570971196394212,0.8411507061817276,1.7591608262449643,3.0,2.0,12.0,18.0,216.0,9.0,12.0,18.0,216.0,9.0,1.0,137.0
88e364bc__0,88e364bc,Public Eval,0,6,3,0.5,362.00766666666664,180.3705,3.8333333333333335,3.5,0.5464021849060231,0.9882289493684725,0.5676061992421373,0.0427011248236883,1.0075086394788382,3.0,2.0,20.0,20.0,400.0,5.0,20.0,20.0,400.0,5.0,1.0,138.0
b5ca7ac4__0,b5ca7ac4,Public Eval,0,9,6,0.6666666666666666,677.8984444444445,377.361,2.111111111111111,2.0,0.6975461289205898,0.6616558774714533,0.5667238393398255,0.5839771372069299,1.8005997680413441,3.0,1.0,22.0,22.0,484.0,8.0,22.0,22.0,484.0,8.0,1.0,139.0
fbf15a0b__1,fbf15a0b,Public Train,1,9,5,0.5555555555555556,133.95,89.694,1.0,1.0,0.5859763761256713,0.6812638503539782,0.5583032979220767,0.5985482861316053,0.8676474387965509,4.0,2.0,10.0,28.0,280.0,3.0,10.0,14.0,140.0,2.0,0.5,140.0
505fff84__0,505fff84,Public Train,0,9,7,0.7777777777777778,61.99733333333333,55.1,0.8888888888888888,1.0,0.8079062411614357,0.5863430649553067,0.5532388850137109,0.6331367978357489,1.455901418233306,5.0,1.0,9.0,14.0,126.0,4.0,5.0,5.0,25.0,2.0,0.1984126984126984,141.0
b9630600__0,b9630600,Public Train,0,9,5,0.5555555555555556,342.94655555555556,203.932,1.0,1.0,0.5851042529375516,0.41141949661134924,0.5428090068156026,0.7768396877561591,2.977056343397379,3.0,1.0,30.0,30.0,900.0,2.0,30.0,30.0,900.0,2.0,1.0,142.0
ac2e8ecf__0,ac2e8ecf,Public Train,0,9,6,0.6666666666666666,180.74966666666668,129.066,1.7777777777777777,1.0,0.6957799256249746,0.30562966351831083,0.5349564037813647,0.8185019547859955,3.401033049362759,3.0,1.0,16.0,15.0,240.0,5.0,16.0,15.0,240.0,5.0,1.0,143.0
d35bdbdc__0,d35bdbdc,Public Eval,0,4,2,0.5,117.36125,78.1695,2.0,1.0,0.5646932887868694,0.7768006544805868,0.5283775885221459,,,3.0,3.0,10.0,10.0,100.0,8.0,10.0,10.0,100.0,6.0,1.0,144.0
d35bdbdc__2,d35bdbdc,Public Eval,2,4,2,0.5,53.13974999999999,52.66199999999999,1.75,1.0,0.5646980828751315,0.7768109566559234,0.528350551073303,,,3.0,3.0,10.0,10.0,100.0,9.0,10.0,10.0,100.0,6.0,1.0,145.0
626c0bcc__0,626c0bcc,Public Train,0,9,6,0.6666666666666666,170.60255555555557,139.687,2.3333333333333335,1.0,0.6953496486336923,0.8884060604097961,0.5271747847703743,0.6756227288957194,1.9163475595298713,3.0,1.0,7.0,7.0,49.0,2.0,7.0,7.0,49.0,5.0,1.0,146.0
db0c5428__0,db0c5428,Public Eval,0,6,4,0.6666666666666666,333.68149999999997,227.5605,2.5,2.5,0.7085884885730368,1.1346870287453303,0.5139416946456562,0.5511782546095504,1.3401938658600145,3.0,1.0,17.0,17.0,289.0,5.0,17.0,17.0,289.0,5.0,1.0,147.0
cbebaa4b__1,cbebaa4b,Public Eval,1,9,5,0.5555555555555556,339.7753333333333,294.946,1.0,1.0,0.5821709210432656,1.0127009941559253,0.48972331313270656,-0.1484091159861146,0.342302761662677,2.0,2.0,26.0,26.0,676.0,8.0,26.0,26.0,676.0,8.0,1.0,148.0
85fa5666__0,85fa5666,Public Train,0,9,5,0.5555555555555556,129.02922222222224,110.807,1.0,1.0,0.581042250221329,0.327417001240762,0.4695931210456625,0.8956645261690057,2.9177684423807673,4.0,1.0,8.0,8.0,64.0,6.0,8.0,8.0,64.0,6.0,1.0,149.0
c803e39c__0,c803e39c,Public Train,0,10,5,0.5,310.44870000000003,226.62800000000001,1.4,1.0,0.5229215864038463,1.1246293180906854,0.4691760044003319,-0.5105514849762866,0.05732320846970429,3.0,1.0,7.0,30.0,210.0,6.0,25.0,25.0,625.0,2.0,2.9761904761904763,150.0
97d7923e__0,97d7923e,Public Eval,0,10,5,0.5,177.339,114.441,1.6,1.0,0.5229149908233918,0.6363028821805851,0.4689264836478821,0.366822640933029,1.0849783339047756,3.0,1.0,10.0,20.0,200.0,6.0,10.0,20.0,200.0,6.0,1.0,151.0
a09f6c25__0,a09f6c25,Public Train,0,4,2,0.5,83.39475,44.216499999999996,3.0,3.0,0.5564999786863023,0.2634636854279806,0.4626879717841717,,,3.0,2.0,28.0,27.0,756.0,2.0,28.0,27.0,756.0,4.0,1.0,152.0
b71a7747__0,b71a7747,Public Train,0,9,7,0.7777777777777778,355.7928888888889,319.634,1.3333333333333333,1.0,0.8025446035517376,0.5393039318546691,0.4566370610378776,0.4715013962065608,1.694591972753135,2.0,1.0,28.0,28.0,784.0,4.0,20.0,20.0,400.0,2.0,0.5102040816326531,153.0
a09f6c25__1,a09f6c25,Public Train,1,9,5,0.5555555555555556,135.8902222222222,117.531,1.7777777777777777,1.0,0.5799570376345078,0.6533553893589964,0.4498633663215944,0.5702725987961907,1.3993058204412272,3.0,2.0,26.0,27.0,702.0,2.0,26.0,27.0,702.0,4.0,1.0,154.0
b7955b3c__1,b7955b3c,Public Train,1,9,7,0.7777777777777778,95.63655555555556,99.837,0.8888888888888888,1.0,0.8019414574951725,0.6461948123382978,0.4458745373863192,0.31837132389145706,0.9510068922842343,3.0,2.0,18.0,22.0,396.0,7.0,18.0,22.0,396.0,6.0,1.0,155.0
abbfd121__0,abbfd121,Public Train,0,9,6,0.6666666666666666,106.31377777777777,104.02,1.1111111111111112,1.0,0.6908150463376636,0.37870333938059964,0.44559915804385186,0.8004176979371284,2.369405848130446,3.0,1.0,23.0,22.0,506.0,6.0,8.0,9.0,72.0,3.0,0.1422924901185771,156.0
98c475bf__0,98c475bf,Public Train,0,9,6,0.6666666666666666,335.7672222222222,300.912,2.111111111111111,1.0,0.6906975472764385,0.8795016464238531,0.44345321457150166,0.3101678479927247,1.644097441116631,4.0,1.0,20.0,20.0,400.0,5.0,20.0,20.0,400.0,4.0,1.0,157.0
712bf12e__0,712bf12e,Public Train,0,8,6,0.75,173.824625,71.995,3.875,2.0,0.7764732331986747,0.2645323315116234,0.4345059658572823,0.8695025388988602,2.994733592845942,3.0,1.0,13.0,13.0,169.0,3.0,13.0,13.0,169.0,3.0,1.0,158.0
c4d067a0__0,c4d067a0,Public Eval,0,9,7,0.7777777777777778,313.28077777777776,156.217,1.5555555555555556,1.0,0.8011383603997715,0.44882955287350385,0.4313466659950682,0.7210578524097987,2.286671444863507,3.0,1.0,27.0,27.0,729.0,5.0,27.0,27.0,729.0,5.0,1.0,159.0
cb227835__0,cb227835,Public Train,0,9,7,0.7777777777777778,205.90633333333335,93.251,1.3333333333333333,1.0,0.8011099536485402,0.7935894679125742,0.4308581571192171,-0.1921594510946101,0.8920410068318481,3.0,1.0,13.0,14.0,182.0,2.0,13.0,14.0,182.0,3.0,1.0,160.0
20270e3b__1,20270e3b,Public Eval,1,9,6,0.6666666666666666,250.5524444444444,89.212,2.4444444444444446,1.0,0.689522046261167,0.2772310914675354,0.4222782939754117,0.8994744633964815,2.8006272280798874,4.0,2.0,11.0,5.0,55.0,3.0,8.0,8.0,64.0,2.0,1.1636363636363636,161.0
212895b5__0,212895b5,Public Train,0,9,7,0.7777777777777778,241.76044444444446,248.847,2.111111111111111,2.0,0.800614063253332,0.4422437148699371,0.42186011241080607,0.48781985247644866,1.899362488323017,3.0,1.0,21.0,23.0,483.0,3.0,21.0,23.0,483.0,5.0,1.0,162.0
2b9ef948__0,2b9ef948,Public Train,0,3,2,0.6666666666666666,73.54533333333333,60.115,0.6666666666666666,1.0,0.7332972719686,0.7916067563232554,0.4105853899682278,,,3.0,2.0,12.0,13.0,156.0,4.0,12.0,13.0,156.0,2.0,1.0,163.0
256b0a75__0,256b0a75,Public Train,0,8,4,0.5,259.22775,244.938,1.125,1.5,0.5243320101179041,0.486264975051286,0.400126241508223,0.5560118929150473,2.566754267181194,3.0,1.0,25.0,26.0,650.0,10.0,25.0,26.0,650.0,10.0,1.0,164.0
4c416de3__0,4c416de3,Public Eval,0,8,6,0.75,216.257125,166.89350000000002,1.375,1.0,0.7731561883869069,0.5493974246575322,0.38130314384793024,0.6442846985824373,1.2267895210283302,3.0,1.0,19.0,22.0,418.0,8.0,19.0,22.0,418.0,8.0,1.0,165.0
9bebae7a__0,9bebae7a,Public Train,0,9,7,0.7777777777777778,102.69999999999999,99.655,2.2222222222222223,1.0,0.7981593027225748,0.33600053784916095,0.3778506157995715,0.8011989386999233,3.057181844187723,5.0,1.0,11.0,12.0,132.0,3.0,11.0,12.0,132.0,2.0,1.0,166.0
d8e07eb2__1,d8e07eb2,Public Eval,1,10,6,0.6,205.74540000000002,180.2495,1.4,1.0,0.6183283114574094,0.632299818825693,0.3772257384792873,0.45188194503198303,1.196252089223088,5.0,2.0,30.0,22.0,660.0,9.0,30.0,22.0,660.0,10.0,1.0,167.0
ad173014__0,ad173014,Public Train,0,9,7,0.7777777777777778,222.08922222222225,120.894,1.8888888888888888,1.0,0.7973999839842403,0.5136497314682674,0.3638760007474672,0.3336695402607684,1.4285069935682269,3.0,1.0,27.0,27.0,729.0,8.0,27.0,27.0,729.0,8.0,1.0,168.0
71e489b6__1,71e489b6,Public Eval,1,9,7,0.7777777777777778,241.49699999999999,172.045,3.111111111111111,2.0,0.7972708450097343,0.3990447334097722,0.36179600300224896,0.6068746266617812,1.9267434182665861,3.0,2.0,18.0,19.0,342.0,2.0,18.0,19.0,342.0,3.0,1.0,169.0
0d87d2a6__0,0d87d2a6,Public Train,0,9,6,0.6666666666666666,116.04466666666667,69.377,1.6666666666666667,2.0,0.6857853017622015,0.7576780043646335,0.35506439743354706,0.275648802888075,1.5115545714258543,3.0,1.0,23.0,25.0,575.0,3.0,23.0,25.0,575.0,3.0,1.0,170.0
b99e7126__0,b99e7126,Public Eval,0,8,6,0.75,162.046375,141.035,3.625,1.5,0.7709361337662793,0.48718030647233956,0.34591838298824096,0.7302044834450151,1.7610179074060581,3.0,1.0,29.0,29.0,841.0,4.0,29.0,29.0,841.0,4.0,1.0,171.0
e872b94a__0,e872b94a,Public Train,0,9,6,0.6666666666666666,89.408,62.295,1.2222222222222223,1.0,0.6852097776952554,0.5183746504811158,0.3446712359223201,0.5783479954047567,1.6591553640436936,4.0,1.0,9.0,10.0,90.0,2.0,3.0,1.0,3.0,1.0,0.03333333333333333,172.0
973e499e__1,973e499e,Public Train,1,10,7,0.7,298.5804,260.971,1.1,1.0,0.7162250776398963,0.5021911726743935,0.33499755086725075,0.6603124266374935,1.6163409478976427,3.0,2.0,4.0,4.0,16.0,3.0,16.0,16.0,256.0,4.0,16.0,173.0
16de56c4__1,16de56c4,Public Eval,1,10,6,0.6,219.41590000000002,234.697,2.1,2.0,0.6161729952704031,1.0025370111519654,0.33401587338949695,0.20173778684646532,0.9205226702589695,3.0,2.0,9.0,21.0,189.0,7.0,9.0,21.0,189.0,7.0,1.0,174.0
a1aa0c1e__0,a1aa0c1e,Public Train,0,9,7,0.7777777777777778,178.1731111111111,123.21,3.6666666666666665,2.0,0.7949995269391219,0.46917476823308313,0.32090636968202807,0.4643463298599682,1.5379835223165528,3.0,1.0,21.0,21.0,441.0,6.0,3.0,5.0,15.0,6.0,0.034013605442176874,175.0
5961cc34__0,5961cc34,Public Eval,0,8,6,0.75,172.13174999999998,131.988,1.5,1.5,0.7692931803496557,0.8291861218450516,0.31969610680873667,0.37967523761007405,1.5684159985367783,4.0,1.0,27.0,27.0,729.0,5.0,27.0,27.0,729.0,2.0,1.0,176.0
d304284e__0,d304284e,Public Train,0,9,7,0.7777777777777778,171.887,158.391,1.8888888888888888,1.0,0.7940727975730926,0.2313033545599784,0.3042028108223165,0.8602133037303155,3.2771557542339798,2.0,1.0,23.0,28.0,644.0,2.0,23.0,28.0,644.0,3.0,1.0,177.0
a644e277__0,a644e277,Public Train,0,9,7,0.7777777777777778,138.29244444444444,113.793,1.3333333333333333,1.0,0.7929536499994134,1.1432457146237687,0.2840543231831923,0.36431022226661325,1.1211803280998502,2.0,1.0,19.0,20.0,380.0,3.0,11.0,6.0,66.0,3.0,0.1736842105263158,178.0
985ae207__0,985ae207,Public Train,0,9,7,0.7777777777777778,221.43133333333333,122.941,2.2222222222222223,1.0,0.7925755934922719,0.6142049232009757,0.27725603543157207,0.6406408240219712,2.063074868278214,3.0,1.0,25.0,25.0,625.0,6.0,25.0,25.0,625.0,6.0,1.0,179.0
baf41dbf__0,baf41dbf,Public Train,0,9,7,0.7777777777777778,189.56944444444446,132.728,2.5555555555555554,1.0,0.792398836274887,0.9512409465472305,0.2741528789808333,-0.04354743907104008,0.7459265226321776,3.0,1.0,16.0,17.0,272.0,3.0,16.0,17.0,272.0,3.0,1.0,180.0
5dbc8537__1,5dbc8537,Public Eval,1,10,7,0.7,189.64770000000001,141.41000000000003,1.0,1.0,0.7122538733903628,1.2908717130659157,0.2558234037653605,-0.16326778312563367,0.26263574472684104,2.0,2.0,20.0,20.0,400.0,10.0,20.0,8.0,160.0,9.0,0.4,181.0
93b4f4b3__0,93b4f4b3,Public Train,0,9,7,0.7777777777777778,203.55866666666668,171.123,1.6666666666666667,1.0,0.7913229658267537,0.5612165190012041,0.2546951948924932,0.3284526182869093,1.594652423795737,2.0,1.0,17.0,10.0,170.0,6.0,17.0,5.0,85.0,5.0,0.5,182.0
25e02866__0,25e02866,Public Train,0,9,6,0.6666666666666666,134.03411111111112,91.581,0.7777777777777778,1.0,0.6797947288995982,0.42947757089367067,0.24733103298330336,0.7943200799929986,2.3110555604472305,2.0,1.0,18.0,18.0,324.0,6.0,6.0,6.0,36.0,5.0,0.1111111111111111,183.0
9720b24f__0,9720b24f,Public Train,0,9,7,0.7777777777777778,77.663,63.637,1.2222222222222223,1.0,0.7908702841053666,0.5352740647594244,0.24669813895064396,0.4516429179110921,1.4214632374804155,4.0,1.0,13.0,12.0,156.0,6.0,13.0,12.0,156.0,5.0,1.0,184.0
